@relation 'train_Egokituta-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.NominalToString-C1-weka.filters.unsupervised.instance.Randomize-S1-weka.filters.unsupervised.instance.RemovePercentage-P50.0-weka.filters.unsupervised.attribute.Reorder-R2-last,1'

@attribute etiqueta {DESC,ENTY,ABBR,HUM,NUM,LOC}
@attribute text string

@data
HUM,'Who wrote Unsafe at Any Speed '
DESC,'How is cologne made '
HUM,'Who earns their money the hard way '
HUM,'Who holds the career record for the most major league home runs '
NUM,'How many queen bees reign in a hive '
LOC,'What is the largest natural lake in Pennsylvania '
LOC,'What is Britain s possession on the Chinese mainland '
DESC,'What is the filmmakers collabrative '
ENTY,'Name of King Arthur s sword '
NUM,'How many U.S. presidents were assassinated during Queen Victoria s reign '
NUM,'How old was Sir Edmund Hillary when he climbed Mt. Everest '
ENTY,'Name a tiger that is extinct .'
HUM,'Which of the following actors worked in New York s Yiddish Theater '
HUM,'Whom did the Chicago Bulls beat in the 1993 championship '
DESC,'What is meant by  capital market  '
LOC,'What is the largest U.S. state east of the Mississippi '
NUM,'How many visitors go to the Vatican each year '
DESC,'How can I look up someone s E-mail address on the Internet '
NUM,'How much energy is released when oxygen and hydrogen mix '
DESC,'What is a wet dream '
ENTY,'What children s tale contains the line :  Come '
ENTY,'What is a fear of rejection '
NUM,'What is the wingspan of a condor '
ENTY,'What s the highest hand in straight poker '
NUM,'What is the average hours per months spent online by AOL users '
NUM,'How many hummingbird eggs could fit in one ostrich egg '
ENTY,'What is the folklore story regarding birds  nests and birds in Christmas trees '
NUM,'When did Gothic art and architecture flourish '
ENTY,'What fastener did Whitcomb Judson patent in 1893 '
NUM,'What s the third month of the Gregorian calendar '
LOC,'Where is the Kentucky Horse Park '
DESC,'How is it correct to say  qigong  '
ENTY,'What sport features slotbacks '
HUM,'What kind of women gave Sigmund Freud erotic dreams '
LOC,'What arch can you see from the Place de la Concorde '
DESC,'Where did the marriage ceremony come from '
NUM,'How many double-word-score spaces are there on a Scrabble Crossword Game board '
NUM,'What year was Janet Jackson s first album released '
ABBR,'What is RCD '
HUM,'Who invented the stock ticker in 1870 '
DESC,'What is  Vocal Sampling  '
NUM,'How many miles is it from NY to Austria '
NUM,'Shea and Gould had an office in Los Angeles for how long before closing it '
LOC,'What Italian city of 155 were Leonardo da Vinci '
HUM,'What political party is Sinn Fein a part of '
DESC,'Why didn t European colonial rule spread until after the first and second industrial revolutions '
ENTY,'What is the quickest and easiest way to get nail polish out of clothes '
HUM,'What high school does Archie attend '
HUM,'Who was the lead actress in the movie  Sleepless in Seattle  '
HUM,'What President once told Gene Autry :  Please give my regards to your wife Dale  '
HUM,'Who seized power from Milton Obote in 1971 '
ENTY,'What alloy do copper and tin form '
DESC,'What characteristics contribute to its  intelligence  '
DESC,'How did shipyard inspector James J. Kilroy designate equipment as being satisfactory '
HUM,'What female faith healer wrote the inspirational book I Believe in Miracles '
HUM,'What California governor said :  Inaction may be the highest form of action  '
ABBR,'What does the abbreviation OAS stand for '
DESC,'Where did the term  86  come from '
HUM,'Which Rockefeller was sometimes called  JDR3  '
DESC,'What is e-commerce '
NUM,'How many movies has Drew Barrymore been in '
ENTY,'What is the mascot for Notre Dame University '
HUM,'What are the first names of Rowan and Martin '
NUM,'What is the cost of the drugs used in tuberculosis treatments '
DESC,'What causes  rolling thunder  '
LOC,'What country s national passenger rail system is called Via '
ENTY,'What are the most common breeding birds in the U.S. '
HUM,'What is the full name of the man who invented the multicolored game cube that has 42.3 quintillion potential combinations '
ENTY,'What does a philatelist collect '
LOC,'Where is Erykah Badu originally from '
NUM,'How many bails are there in a cricket wicket '
ENTY,'What kind of flowers does detective Nero Wolfe raise '
LOC,'Where can I buy a pony on the Big Island for my daughter '
LOC,'What country has the best defensive position in the board game Diplomacy '
HUM,'Who was Damocles '
NUM,'How many dogs pull a sled in the Iditarod '
ENTY,'What is Ray Bradbury s illustrated man illustrated with '
HUM,'Who shoplifts '
DESC,'What problems contributed to the high failure rate of Plains farmers in the 1800s '
HUM,'Who leads the star ship Enterprise in Star Trek '
DESC,'Why do they call it a  funny bone  '
DESC,'What is a firewall '
ENTY,'What did the Chinese emperor present to the English soldier Gordon in recognition of his services in quelling rebellions '
NUM,'How many URL extensions are there  and what are they '
HUM,'What organization s offices were broken into at Watergate in 1972 '
DESC,'What causes canker sores in the mouth '
DESC,'What is the Home Rule Act '
ENTY,'What is the most expensive car in the world '
ENTY,'What does a chiropodist treat '
DESC,'What is tyvek '
LOC,'Where are the busiest ports in the world '
HUM,'Who is actress Goldie Hawn s current actor boyfriend '
ENTY,'What type of hunting are retrievers used for '
DESC,'What is the definition of the Scrabble word  syzygy  '
NUM,'When did the Dow first reach '
NUM,'How fast does the fastest car go '
NUM,'What is the all-time stock high of Apple Computer '
LOC,'Where is the Virtual Desk Reference '
ENTY,'What is the name of David Letterman s dog '
LOC,'Where can I get information about cystic fibrosis '
HUM,'What bestselling modern poet was the co-founder of the famous City Lights Bookshop in San Francisco '
LOC,'What kind of habitat does the scorpion live in '
LOC,'Where is the bridge over the river Kwai '
LOC,'What city houses the U.S. headquarters of Procter and Gamble '
HUM,'Who is the Antichrist '
LOC,'What are the five richest countries in the world '
LOC,'Where does the opera singer Ileana Cotrubas come from '
ENTY,'What s the name of a golf course in Myrtle Beach '
DESC,'What is  alternative  anymore '
NUM,'How many Fig Newtons are there to the pound '
HUM,'Who does the voices of the Simpsons '
ENTY,'In AD 999 '
NUM,'How much in miles is a ten K run '
HUM,'Who gave King Arthur the round table '
HUM,'What future Soviet dictator was training to be a priest when he got turned on to Marxism '
DESC,'What is capitalism according to Max Weber '
LOC,'What European country s monarchy was restored in 1975 '
ENTY,'What is a language spoken by the Sioux '
ENTY,'What is Shirley MacLaine known as '
HUM,'What double talking  professor  holds a doctorate in Nothing '
HUM,'What 19th-century writer had a country estate on the Hudson dubbed Sunnyside '
NUM,'How many languages are there in the world '
LOC,'What European country abandoned postage stamps in 1923 because printing them cost more than their face value '
ENTY,'What TV series saw many of its aquatic scenes shot at Silver Springs '
NUM,'How long was Mao s 1930s Long March '
DESC,'What is the chemiosmotic theory '
DESC,'What is the origin of the term  The Brooklyn Side  in bowling '
NUM,'When was General Manuel Noriega ousted as the leader of Panama and turned over to U.S. authorities '
DESC,'What is the origin of the word  posh  '
NUM,'How long should a person wash their hands before they are clean '
LOC,'Where in the United States do people live the longest '
DESC,'Why is Thanksgiving on a Thursday '
LOC,'What is the highest waterfall in the United States '
HUM,'Name of the lady the Great Gatsby pines for '
DESC,'How do you reference a website '
ENTY,'What s the International Lawn Tennis Challenge Trophy usually called '
HUM,'What classical Spanish writer warned :  All that glitters is not gold  '
ENTY,'What is the name of a language spoken by the Sioux '
DESC,'What does the name  Justin  mean '
HUM,'What is the name of Dolly Parton s rarely seen husband '
LOC,'Where can I find information on George Bush '
ENTY,'What cooking oil has  corn goodness  '
DESC,'What is the origin of music '
LOC,'What square is the geographical center of London '
DESC,'Define Spumante .'
ABBR,'CPR is the abbreviation for what '
LOC,'Tell me what city the Kentucky Horse Park is near '
ENTY,'What color '
ENTY,'What TV series features the adventures of a married couple named Jonathan and Jennifer '
DESC,'What is a person s socioeconomic position '
HUM,'What writer-journalist made his mark describing colorful Broadway and underworld characters '
LOC,'Where can I find the history of the Hungarian language '
HUM,'What court does Bob Woodward describe in The Brethren '
NUM,'How many neurons are in the human brain '
HUM,'Who was President of Afghanistan in 1994 '
NUM,'How much does a new railroad coal car cost '
DESC,'How do you correctly say the word  qigong  '
DESC,'What s the claim to fame of night watchman Frank Wills '
ENTY,'What handicraft requires you to interlace your warp and weft '
HUM,'What level of government or governmental agency is responsible for dealing with racism '
HUM,'What Italian leader had a lifelong fear of the evil eye '
DESC,'What exactly is radiation '
NUM,'What are the numbers that fit into Fermont s last theorem '
ENTY,'What is the main language of Sao Paulo '
HUM,'Who is Terrence Malick '
DESC,'What is a nematode '
HUM,'Who runs Andy Capp s favorite pub '
ENTY,'What 1927 silent film received an international revival in 1981 '
LOC,'What country is Mount Everest in '
HUM,'What is the name of the woman who was with John Belushi when he died '
LOC,'Where can I find pictorial directions on how to build a very simple treehouse '
HUM,'What member of The Little Rascals has an on-again '
LOC,'What was the highest mountain on earth before Mount Everest was discovered '
HUM,'Who portrayed Sherlock Holmes in 14 films between 1939 and 1946 '
ENTY,'What newspaper returned a Pulitzer Prize for the fraudulent story Jimmy s World '
DESC,'What is a virtual IP address '
ENTY,'Jude Law acted in which film '
DESC,'What s a short ton '
DESC,'What does Freddy Freeman say to become Captain Marvel Jr. '
NUM,'How many votes in Congress dissented from the 1941 declaration of war with Japan '
ENTY,'What is Latin for incompetent '
NUM,'What date did man first land on the moon '
HUM,'Who was International Olympic Committee chairman at the 1936 Summer Games '
ENTY,'What s the only work by Michelangelo that bears his signature '
DESC,'How is the new Ford Econoline van F25 V1 engine '
ENTY,'What s the shape of a camel s spine '
HUM,'What fictional character is known as the  melancholy Dane  '
DESC,'What do Hank Aaron '
DESC,'What is the function of the appendix '
LOC,'Where is Amsterdam '
LOC,'What four U.S. states have active volcanoes '
ENTY,'What turns blue litmus paper red '
DESC,'What does the word  meta  mean '
HUM,'What Catch-22 character is elected mayor of half a dozen Italian cities '
ABBR,'What does IBM stand for '
NUM,'What is the latitude and longitude of El Paso '
DESC,'What are Kythnos '
HUM,'Who was the lawyer who represented Randy Steven Craft '
NUM,'What is the probability that at least 2 out of 25 people will have the same birthday '
HUM,'Who wrote The Night of the Iguana '
LOC,'What U.S. city is known as The Rubber Capital of the World '
ENTY,'What is considered the costliest disaster the insurance industry has ever faced '
NUM,'How many people died when the Estonia sank in 1994 '
NUM,'How many people have been Captain America '
NUM,'What percentage of Americans own their homes '
NUM,'What are the chances of pregnacy if the penis does not penetrate the vagina '
HUM,'What knighted actor narrates TV s The World at War '
HUM,'What Hall of Fame pitcher started three World Series Games for the New York Yankees in 1962 '
NUM,'When was the slinky invented '
LOC,'Where is Basque country located '
